Official Name,Vote Outcome,File Number,Agenda Item Subject,Vote Date,Meeting Type,Overall Result,Link
Shirlee Zane,Aye,2019-0930,Disbursement of Fiscal Year 2018-2019 Third District Community Investment Fund Grant Awards,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4558
James Gore,Aye,2019-0930,Disbursement of Fiscal Year 2018-2019 Third District Community Investment Fund Grant Awards,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4558
Lynda Hopkins,Aye,2019-0930,Disbursement of Fiscal Year 2018-2019 Third District Community Investment Fund Grant Awards,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4558
Susan Gorin,Aye,2019-0931,Emergency Medical Services Agency Administration Agreement Amendment,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4559
David Rabbitt,Aye,2019-0931,Emergency Medical Services Agency Administration Agreement Amendment,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4559
Shirlee Zane,Aye,2019-0931,Emergency Medical Services Agency Administration Agreement Amendment,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4559
James Gore,Aye,2019-0931,Emergency Medical Services Agency Administration Agreement Amendment,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4559
Lynda Hopkins,Aye,2019-0931,Emergency Medical Services Agency Administration Agreement Amendment,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4559
Susan Gorin,Aye,2019-0932,Agreements with the State of California Department of Corrections and Rehabilitations for Diagnostic and Treatment Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4560
David Rabbitt,Aye,2019-0932,Agreements with the State of California Department of Corrections and Rehabilitations for Diagnostic and Treatment Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4560
Shirlee Zane,Aye,2019-0932,Agreements with the State of California Department of Corrections and Rehabilitations for Diagnostic and Treatment Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4560
James Gore,Aye,2019-0932,Agreements with the State of California Department of Corrections and Rehabilitations for Diagnostic and Treatment Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4560
Lynda Hopkins,Aye,2019-0932,Agreements with the State of California Department of Corrections and Rehabilitations for Diagnostic and Treatment Services,2019-07-23,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4560
Susan Gorin,Aye,2019-0933,Public Safety Realignment Implementation Plan for Fiscal Year 19-20,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4561
David Rabbitt,Aye,2019-0933,Public Safety Realignment Implementation Plan for Fiscal Year 19-20,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4561
Shirlee Zane,Aye,2019-0933,Public Safety Realignment Implementation Plan for Fiscal Year 19-20,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4561
James Gore,Aye,2019-0933,Public Safety Realignment Implementation Plan for Fiscal Year 19-20,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4561
Lynda Hopkins,Aye,2019-0933,Public Safety Realignment Implementation Plan for Fiscal Year 19-20,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4561
Susan Gorin,Aye,2019-0935,Fiscal Year 2018-19 Appropriations Limit,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4563
David Rabbitt,Aye,2019-0935,Fiscal Year 2018-19 Appropriations Limit,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4563
Shirlee Zane,Aye,2019-0935,Fiscal Year 2018-19 Appropriations Limit,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4563
James Gore,Aye,2019-0935,Fiscal Year 2018-19 Appropriations Limit,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4563
Lynda Hopkins,Aye,2019-0935,Fiscal Year 2018-19 Appropriations Limit,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4563
Susan Gorin,Aye,2019-0936,Recovery Update,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4564
David Rabbitt,Aye,2019-0936,Recovery Update,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4564
Shirlee Zane,Aye,2019-0936,Recovery Update,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4564
James Gore,Aye,2019-0936,Recovery Update,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4564
Lynda Hopkins,Aye,2019-0936,Recovery Update,2019-08-13,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4564
Susan Gorin,Aye,2019-0937,Continue Proclamation of Local Emergency Due to the Sonoma Complex Fires,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4565
David Rabbitt,Aye,2019-0937,Continue Proclamation of Local Emergency Due to the Sonoma Complex Fires,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4565
Shirlee Zane,Aye,2019-0937,Continue Proclamation of Local Emergency Due to the Sonoma Complex Fires,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4565
James Gore,Aye,2019-0937,Continue Proclamation of Local Emergency Due to the Sonoma Complex Fires,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4565
Lynda Hopkins,Aye,2019-0937,Continue Proclamation of Local Emergency Due to the Sonoma Complex Fires,2019-07-09,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4565
Susan Gorin,Aye,2019-0941,Approve Roseland Village Site Cleanup Sub-account Program Grant agreement,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4569
David Rabbitt,Aye,2019-0941,Approve Roseland Village Site Cleanup Sub-account Program Grant agreement,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4569
Shirlee Zane,Aye,2019-0941,Approve Roseland Village Site Cleanup Sub-account Program Grant agreement,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4569
James Gore,Aye,2019-0941,Approve Roseland Village Site Cleanup Sub-account Program Grant agreement,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4569
Lynda Hopkins,Aye,2019-0941,Approve Roseland Village Site Cleanup Sub-account Program Grant agreement,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4569
Susan Gorin,Aye,2019-0943,"Permit and Resource Management Department:  Review and possible action on the following:
Acts and Determinations of Planning Commission/Board of Zoning Adjustments
Acts and Determinations of Project Review and Advisory Committee
Acts and Determinations of Design Review Committee
Acts and Determinations of Landmarks Commission
Administrative Determinations of the Director of Permit and Resource Management
(All materials related to these actions and determinations can be reviewed at:
http://sonomacounty.ca.gov/PRMD/Boards-Commissions-and-Committees/)",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4571
David Rabbitt,Aye,2019-0943,"Permit and Resource Management Department:  Review and possible action on the following:
Acts and Determinations of Planning Commission/Board of Zoning Adjustments
Acts and Determinations of Project Review and Advisory Committee
Acts and Determinations of Design Review Committee
Acts and Determinations of Landmarks Commission
Administrative Determinations of the Director of Permit and Resource Management
(All materials related to these actions and determinations can be reviewed at:
http://sonomacounty.ca.gov/PRMD/Boards-Commissions-and-Committees/)",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4571
Shirlee Zane,Aye,2019-0943,"Permit and Resource Management Department:  Review and possible action on the following:
Acts and Determinations of Planning Commission/Board of Zoning Adjustments
Acts and Determinations of Project Review and Advisory Committee
Acts and Determinations of Design Review Committee
Acts and Determinations of Landmarks Commission
Administrative Determinations of the Director of Permit and Resource Management
(All materials related to these actions and determinations can be reviewed at:
http://sonomacounty.ca.gov/PRMD/Boards-Commissions-and-Committees/)",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4571
James Gore,Aye,2019-0943,"Permit and Resource Management Department:  Review and possible action on the following:
Acts and Determinations of Planning Commission/Board of Zoning Adjustments
Acts and Determinations of Project Review and Advisory Committee
Acts and Determinations of Design Review Committee
Acts and Determinations of Landmarks Commission
Administrative Determinations of the Director of Permit and Resource Management
(All materials related to these actions and determinations can be reviewed at:
http://sonomacounty.ca.gov/PRMD/Boards-Commissions-and-Committees/)",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4571
Lynda Hopkins,Aye,2019-0943,"Permit and Resource Management Department:  Review and possible action on the following:
Acts and Determinations of Planning Commission/Board of Zoning Adjustments
Acts and Determinations of Project Review and Advisory Committee
Acts and Determinations of Design Review Committee
Acts and Determinations of Landmarks Commission
Administrative Determinations of the Director of Permit and Resource Management
(All materials related to these actions and determinations can be reviewed at:
http://sonomacounty.ca.gov/PRMD/Boards-Commissions-and-Committees/)",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4571
Susan Gorin,Absent,2019-0945,Fee Waiver,2019-09-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4573
David Rabbitt,Aye,2019-0945,Fee Waiver,2019-09-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4573
Shirlee Zane,Aye,2019-0945,Fee Waiver,2019-09-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4573
James Gore,Absent,2019-0945,Fee Waiver,2019-09-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4573
Lynda Hopkins,Aye,2019-0945,Fee Waiver,2019-09-10,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4573
Susan Gorin,Aye,2019-0948,Memorandum of Understanding between the County of Sonoma and the Sonoma County Prosecutor’s Association-Teamsters 856,2019-06-04,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4576
David Rabbitt,Aye,2019-0948,Memorandum of Understanding between the County of Sonoma and the Sonoma County Prosecutor’s Association-Teamsters 856,2019-06-04,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4576
Shirlee Zane,Aye,2019-0948,Memorandum of Understanding between the County of Sonoma and the Sonoma County Prosecutor’s Association-Teamsters 856,2019-06-04,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4576
James Gore,Aye,2019-0948,Memorandum of Understanding between the County of Sonoma and the Sonoma County Prosecutor’s Association-Teamsters 856,2019-06-04,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4576
Lynda Hopkins,Aye,2019-0948,Memorandum of Understanding between the County of Sonoma and the Sonoma County Prosecutor’s Association-Teamsters 856,2019-06-04,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4576
Susan Gorin,Aye,2019-0949,Receive Report on Emergency Work to Stabilize Dangerous Conditions Resulting From the 2019 Winter Storms and Flooding and Make Findings to Extend Suspension of Competitive Bidding.,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4577
David Rabbitt,Aye,2019-0949,Receive Report on Emergency Work to Stabilize Dangerous Conditions Resulting From the 2019 Winter Storms and Flooding and Make Findings to Extend Suspension of Competitive Bidding.,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4577
Shirlee Zane,Aye,2019-0949,Receive Report on Emergency Work to Stabilize Dangerous Conditions Resulting From the 2019 Winter Storms and Flooding and Make Findings to Extend Suspension of Competitive Bidding.,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4577
James Gore,Aye,2019-0949,Receive Report on Emergency Work to Stabilize Dangerous Conditions Resulting From the 2019 Winter Storms and Flooding and Make Findings to Extend Suspension of Competitive Bidding.,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4577
Lynda Hopkins,Aye,2019-0949,Receive Report on Emergency Work to Stabilize Dangerous Conditions Resulting From the 2019 Winter Storms and Flooding and Make Findings to Extend Suspension of Competitive Bidding.,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4577
Susan Gorin,Aye,2019-0951,Adopt a Gold Resolution in Recognition of the 50th Anniversary of Sonoma Raceway,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4579
David Rabbitt,Aye,2019-0951,Adopt a Gold Resolution in Recognition of the 50th Anniversary of Sonoma Raceway,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4579
Shirlee Zane,Aye,2019-0951,Adopt a Gold Resolution in Recognition of the 50th Anniversary of Sonoma Raceway,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4579
James Gore,Aye,2019-0951,Adopt a Gold Resolution in Recognition of the 50th Anniversary of Sonoma Raceway,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4579
Lynda Hopkins,Aye,2019-0951,Adopt a Gold Resolution in Recognition of the 50th Anniversary of Sonoma Raceway,2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4579
Susan Gorin,Aye,2019-0954,"Approve the Appointment of Peterson Pierre to the County of Sonoma Mental Health Board Representing District 1, effective June 11, 2019 and expires on June 11, 2022.",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4582
David Rabbitt,Aye,2019-0954,"Approve the Appointment of Peterson Pierre to the County of Sonoma Mental Health Board Representing District 1, effective June 11, 2019 and expires on June 11, 2022.",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4582
Shirlee Zane,Aye,2019-0954,"Approve the Appointment of Peterson Pierre to the County of Sonoma Mental Health Board Representing District 1, effective June 11, 2019 and expires on June 11, 2022.",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4582
James Gore,Aye,2019-0954,"Approve the Appointment of Peterson Pierre to the County of Sonoma Mental Health Board Representing District 1, effective June 11, 2019 and expires on June 11, 2022.",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4582
Lynda Hopkins,Aye,2019-0954,"Approve the Appointment of Peterson Pierre to the County of Sonoma Mental Health Board Representing District 1, effective June 11, 2019 and expires on June 11, 2022.",2019-06-11,Board of Supervisors,Pass,https://sonoma-county.legistar.com/gateway.aspx?m=l&id=/matter.aspx?key=4582
